user_id,age,income,account_balance,credit_score,num_transactions,avg_transaction_value,spending_category,risk_profile,income_to_balance_ratio,transaction_frequency,spending_efficiency,financial_health_score,age_income_interaction,high_risk_spending,conservative_profile,target_action
U0967,65,74853.53,918111.93,491,59,9335.86,education,medium,0.0815,1.97,1.4967,7.5903,48.6548,0,0,invest_more
U0968,28,30202.83,534376.0,305,106,5922.25,health,medium,0.0565,3.53,2.353,10.7593,8.4568,0,0,pay_debt
U0969,57,141443.18,868780.52,798,82,30963.12,entertainment,high,0.1628,2.73,2.6269,4.0609,80.6226,1,0,invest_more
U0970,26,138022.6,690293.35,704,82,4472.99,groceries,low,0.1999,2.73,0.3889,3.3321,35.8859,0,1,invest_more
U0971,59,31263.38,15885.25,492,11,10540.55,travel,high,1.968,0.37,4.0458,0.5364,18.4454,1,0,save_money
U0972,47,92799.81,626059.15,495,27,15115.8,travel,medium,0.1482,0.9,1.9546,4.2807,43.6159,1,0,pay_debt
U0973,48,14145.2,166105.49,456,118,48196.96,groceries,medium,0.0852,3.93,40.8876,7.2603,6.7897,0,0,stop_spending
U0974,24,121192.99,201338.42,701,18,16759.12,health,high,0.6019,0.6,1.6594,1.3267,29.0863,0,0,invest_more
U0975,20,92039.71,415685.91,807,146,49951.42,utilities,medium,0.2214,4.87,6.5126,3.0896,18.4079,0,0,stop_spending
U0976,51,102359.18,591039.28,799,64,35743.09,groceries,medium,0.1732,2.13,4.1903,3.8405,52.2032,0,0,invest_more
U0977,25,119516.64,553255.69,574,111,44468.12,utilities,high,0.216,3.7,4.4648,3.0476,29.8792,0,0,invest_more
U0978,64,188403.25,346764.11,746,10,8150.54,travel,medium,0.5433,0.33,0.5191,1.4554,120.5781,1,0,invest_more
U0979,63,75331.0,232103.11,524,91,46094.61,health,medium,0.3246,3.03,7.3427,2.0953,47.4585,0,0,stop_spending
U0980,61,34920.13,293394.04,699,111,41670.73,health,high,0.119,3.7,14.3198,5.3701,21.3013,0,0,stop_spending
U0981,65,78448.56,472324.85,465,58,14194.62,groceries,high,0.1661,1.93,2.1713,3.8313,50.9916,0,0,pay_debt
U0982,49,34528.35,199484.22,803,30,39694.77,entertainment,low,0.1731,1.0,13.7955,3.8443,16.9189,1,1,save_money
U0983,28,115797.8,999261.22,667,71,17916.49,travel,high,0.1159,2.37,1.8567,5.4915,32.4234,1,0,invest_more
U0984,25,16074.3,63665.59,740,34,30916.39,education,low,0.2525,1.13,23.0801,2.7247,4.0186,0,1,pay_debt
U0985,53,58986.21,340324.21,663,16,38527.74,entertainment,low,0.1733,0.53,7.838,3.7737,31.2627,1,1,invest_more
U0986,46,176002.18,604289.48,406,17,46338.94,utilities,low,0.2913,0.57,3.1594,2.2511,80.961,0,1,save_money
U0987,24,195185.35,781652.4,404,148,2194.27,travel,high,0.2497,4.93,0.1349,2.5929,46.8445,1,0,invest_more
U0988,63,32431.28,205386.23,670,45,36444.63,utilities,high,0.1579,1.5,13.485,4.1151,20.4317,0,0,pay_debt
U0989,25,149184.86,99294.24,672,90,40976.12,travel,medium,1.5024,3.0,3.296,0.7156,37.2962,1,0,invest_more
U0990,48,194230.97,769219.3,306,67,41757.19,entertainment,medium,0.2525,2.23,2.5798,2.5202,93.2309,1,0,invest_more
U0991,60,105954.32,85233.86,681,111,18096.11,travel,low,1.2431,3.7,2.0495,0.8031,63.5726,1,1,invest_more
U0992,44,153109.19,529650.27,533,40,40108.26,utilities,medium,0.2891,1.33,3.1435,2.3264,67.368,0,0,invest_more
U0993,67,190849.7,516155.29,670,12,22184.68,groceries,high,0.3698,0.4,1.3949,1.938,127.8693,0,0,invest_more
U0994,67,163186.9,943642.84,386,91,15808.75,travel,medium,0.1729,3.03,1.1625,3.6512,109.3352,1,0,invest_more
U0995,63,21678.98,759192.39,454,19,48888.88,health,high,0.0286,0.63,27.0615,21.2255,13.6578,0,0,pay_debt
U0996,18,89668.01,885782.85,611,85,45470.62,entertainment,high,0.1012,2.83,6.0852,6.2146,16.1402,1,0,stop_spending
U0997,52,125976.2,146861.81,713,119,32229.58,education,high,0.8578,3.97,3.0701,1.035,65.5076,0,0,invest_more
U0998,23,133887.05,697470.97,714,55,44060.64,groceries,high,0.192,1.83,3.9491,3.4616,30.794,0,0,invest_more
U0999,36,73553.66,725098.68,429,138,49597.01,travel,low,0.1014,4.6,8.0916,6.1167,26.4793,1,1,stop_spending
U1000,68,107217.61,312252.41,648,45,1268.74,education,high,0.3434,1.5,0.142,2.0523,72.908,0,0,invest_more
U1001,25,59151.13,832228.99,611,113,49349.04,health,low,0.0711,3.77,10.0114,8.7293,14.7878,0,1,stop_spending
U1002,66,169900.85,259756.46,819,95,6278.27,health,low,0.6541,3.17,0.4434,1.3027,112.1346,0,1,save_money
U1003,33,95260.01,572435.28,305,121,17015.12,health,high,0.1664,4.03,2.1434,3.749,31.4358,0,0,invest_more
U1004,36,145782.95,937539.43,846,64,17581.82,health,high,0.1555,2.13,1.4472,4.2568,52.4819,0,0,invest_more
U1005,24,118825.49,139971.49,686,138,36901.86,entertainment,high,0.8489,4.6,3.7267,1.0296,28.5181,1,0,invest_more
U1006,63,120650.12,822842.72,669,121,4989.59,utilities,medium,0.1466,4.03,0.4963,4.4069,76.0096,0,0,invest_more
U1007,22,25569.96,62193.67,433,126,10817.74,entertainment,high,0.4111,4.2,5.0768,1.6631,5.6254,1,0,invest_more
U1008,58,86523.2,558968.45,704,72,29256.76,utilities,medium,0.1548,2.4,4.0577,4.2075,50.1835,0,0,stop_spending
U1009,26,140913.39,947820.03,726,46,7302.87,utilities,high,0.1487,1.53,0.6219,4.3774,36.6375,0,0,invest_more
U1010,31,96965.43,968031.81,825,140,5991.1,utilities,medium,0.1002,4.67,0.7414,6.3782,30.0593,0,0,save_money
U1011,44,151834.3,944069.56,678,35,30119.85,groceries,low,0.1608,1.17,2.3805,4.0497,66.8071,0,1,save_money
U1012,37,80221.33,289590.58,835,44,5975.34,entertainment,medium,0.277,1.47,0.8938,2.5589,29.6819,1,0,pay_debt
U1013,37,102325.85,791203.7,445,112,2527.69,entertainment,low,0.1293,3.73,0.2964,4.8487,37.8606,1,1,invest_more
U1014,22,44784.66,739660.33,302,36,27422.11,groceries,medium,0.0605,1.2,7.3477,10.0517,9.8526,0,0,pay_debt
U1015,64,118881.23,565763.98,645,101,23813.85,education,low,0.2101,3.37,2.4038,3.159,76.084,0,1,invest_more
U1016,27,154770.73,504763.86,771,120,33394.32,health,medium,0.3066,4.0,2.5892,2.3196,41.7881,0,0,invest_more
U1017,43,26969.85,624770.43,719,104,11717.83,entertainment,high,0.0432,3.47,5.2137,14.2377,11.597,1,0,save_money
U1018,63,192035.1,890043.17,584,27,43311.08,groceries,high,0.2158,0.9,2.7064,3.0557,120.9821,0,0,invest_more
U1019,59,129720.75,771595.14,616,148,32293.47,education,low,0.1681,4.93,2.9874,3.8588,76.5352,0,1,invest_more
U1020,66,46561.08,618704.05,354,150,26135.51,utilities,high,0.0753,5.0,6.7358,8.1394,30.7303,0,0,stop_spending
U1021,35,180404.21,120283.18,844,51,48122.6,travel,low,1.4998,1.7,3.201,0.7972,63.1415,1,1,save_money
U1022,56,167641.2,838917.44,754,26,40365.36,entertainment,medium,0.1998,0.87,2.8894,3.3574,93.8791,1,0,invest_more
U1023,44,121889.68,491473.04,323,92,21907.17,groceries,high,0.248,3.07,2.1568,2.5713,53.6315,0,0,invest_more
U1024,36,70302.66,257177.79,417,30,27134.79,travel,low,0.2734,1.0,4.6317,2.3911,25.309,1,1,pay_debt
U1025,38,155977.89,154227.37,717,48,3039.8,travel,low,1.0113,1.6,0.2339,0.9307,59.2716,1,1,save_money
U1026,38,145527.12,298024.34,401,86,7208.78,entertainment,medium,0.4883,2.87,0.5944,1.4174,55.3003,1,0,invest_more
U1027,56,188899.73,899501.5,353,56,12057.19,education,low,0.21,1.87,0.7659,3.0232,105.7838,0,1,save_money
U1028,38,103666.09,752389.98,694,34,13537.45,utilities,high,0.1378,1.13,1.567,4.6813,39.3931,0,0,invest_more
U1029,19,87344.53,484171.51,717,64,45695.38,entertainment,high,0.1804,2.13,6.2779,3.6634,16.5955,1,0,stop_spending
U1030,26,193060.19,675097.43,552,147,32612.39,entertainment,high,0.286,4.9,2.0271,2.3579,50.1956,1,0,invest_more
U1031,27,87281.73,83908.36,812,57,39165.79,entertainment,high,1.0402,1.9,5.3847,0.9589,23.5661,1,0,save_money
U1032,18,158584.5,537535.63,733,147,22641.93,utilities,high,0.295,4.9,1.7133,2.3787,28.5452,0,0,invest_more
U1033,48,64957.4,972081.8,300,20,46681.99,entertainment,high,0.0668,0.67,8.6239,9.1201,31.1796,1,0,pay_debt
U1034,50,169502.67,380153.51,659,59,29299.44,entertainment,low,0.4459,1.97,2.0743,1.6558,84.7513,1,1,save_money
U1035,62,40669.1,534089.29,371,81,4576.78,groceries,low,0.0761,2.7,1.3504,8.0541,25.2148,0,1,invest_more
U1036,69,115731.03,279458.3,742,58,30561.22,entertainment,high,0.4141,1.93,3.1689,1.798,79.8544,1,0,invest_more
U1037,38,189627.61,635169.88,763,74,12371.82,entertainment,low,0.2985,2.47,0.7829,2.3688,72.0585,1,1,save_money
U1038,18,97361.87,599513.67,316,39,32357.52,education,medium,0.1624,1.3,3.9881,3.8433,17.5251,0,0,save_money
U1039,63,181274.55,672706.4,723,147,44773.88,utilities,medium,0.2695,4.9,2.9639,2.5668,114.203,0,0,invest_more
U1040,70,112244.98,787305.23,379,142,1644.28,health,medium,0.1426,4.73,0.1758,4.3869,78.5715,0,0,invest_more
U1041,67,137726.72,352994.73,685,96,19398.88,health,low,0.3902,3.2,1.6902,1.8602,92.2769,0,1,invest_more
U1042,65,33705.13,370480.64,497,118,567.23,groceries,medium,0.091,3.93,0.202,6.829,21.9083,0,0,invest_more
U1043,32,185065.75,357821.02,392,82,40439.88,travel,medium,0.5172,2.73,2.6222,1.3446,59.221,1,0,invest_more
U1044,70,193786.34,36796.04,804,58,456.06,health,medium,5.2664,1.93,0.0282,0.4923,135.6504,0,0,save_money
U1045,60,175284.08,569102.23,805,48,27634.08,health,high,0.308,1.6,1.8918,2.3269,105.1704,0,0,invest_more
U1046,65,137713.35,602972.55,479,21,29449.41,groceries,low,0.2284,0.7,2.5661,2.8525,89.5137,0,1,invest_more
U1047,35,59328.65,569903.29,533,138,36472.05,travel,high,0.1041,4.6,7.377,6.0143,20.765,1,0,stop_spending
U1048,47,14392.33,969810.75,845,69,34065.95,groceries,medium,0.0148,2.3,28.4034,40.828,6.7644,0,0,stop_spending
U1049,44,131783.59,943074.22,353,87,21684.15,entertainment,low,0.1397,2.9,1.9745,4.4599,57.9848,1,1,invest_more
U1050,64,139232.96,466586.73,670,137,37975.18,travel,low,0.2984,4.57,3.2729,2.326,89.1091,1,1,invest_more
U1051,30,62807.28,420062.07,759,85,357.45,entertainment,low,0.1495,2.83,0.0683,4.37,18.8422,1,1,invest_more
U1052,33,163457.85,990264.64,531,113,47893.01,travel,low,0.1651,3.77,3.516,3.8848,53.9411,1,1,save_money
U1053,69,72552.68,62844.12,399,12,24050.32,groceries,high,1.1545,0.4,3.9779,0.7075,50.0613,0,0,invest_more
U1054,39,187661.55,840507.58,553,32,23731.47,groceries,medium,0.2233,1.07,1.5175,2.9475,73.188,0,0,invest_more
U1055,58,108738.26,236743.67,374,117,38228.52,utilities,high,0.4593,3.9,4.2188,1.4823,63.0682,0,0,invest_more
U1056,62,33717.01,974525.58,334,101,15732.64,groceries,low,0.0346,3.37,5.5993,17.499,20.9045,0,1,save_money
U1057,61,184632.0,441918.4,608,115,3382.93,groceries,high,0.4178,3.83,0.2199,1.7222,112.6255,0,0,invest_more
U1058,44,19918.6,849929.31,711,29,30903.37,travel,high,0.0234,0.97,18.6178,25.9367,8.7642,1,0,invest_more
U1059,57,128561.55,453411.25,775,114,44008.91,groceries,medium,0.2835,3.8,4.1078,2.4808,73.2801,0,0,invest_more
U1060,55,133675.07,675776.1,326,121,25908.92,travel,low,0.1978,4.03,2.3258,3.1866,73.5213,1,1,invest_more
U1061,26,29511.03,595175.11,369,54,45228.06,health,high,0.0496,1.8,18.391,12.2744,7.6729,0,0,pay_debt
U1062,69,77524.33,481399.3,755,52,12233.31,groceries,low,0.161,1.73,1.8936,4.0811,53.4918,0,1,save_money
U1063,52,69216.7,435848.13,666,84,29224.93,travel,low,0.1588,2.8,5.0667,4.0915,35.9927,1,1,stop_spending
U1064,51,99209.51,603329.49,598,99,48516.53,education,high,0.1644,3.3,5.8684,3.9302,50.5969,0,0,stop_spending
U1065,45,138877.07,57317.65,819,148,42949.24,entertainment,low,2.4229,4.93,3.7111,0.633,62.4947,1,1,invest_more
U1066,60,195537.05,640554.79,506,22,17143.44,utilities,high,0.3053,0.73,1.0521,2.2036,117.3222,0,0,invest_more
U1067,57,141449.79,467402.39,639,149,48156.94,entertainment,medium,0.3026,4.97,4.0854,2.2833,80.6264,1,0,invest_more
U1068,18,72437.62,104847.9,343,131,11048.35,health,low,0.6909,4.37,1.8303,1.0299,13.0388,0,1,invest_more
U1069,70,53752.06,623920.02,544,128,36755.85,entertainment,high,0.0862,4.27,8.2056,7.2204,37.6264,1,0,stop_spending
U1070,40,81423.24,400312.57,306,97,593.62,groceries,high,0.2034,3.23,0.0875,3.0939,32.5693,0,0,save_money
U1071,30,37056.37,440408.12,668,16,48767.93,travel,medium,0.0841,0.53,15.7926,7.4452,11.1169,1,0,save_money
U1072,33,51599.56,261998.85,478,91,42391.96,travel,low,0.1969,3.03,9.8587,3.2715,17.0279,1,1,stop_spending
U1073,26,14083.49,842881.42,403,10,41589.14,utilities,high,0.0167,0.33,35.4365,36.099,3.6617,0,0,save_money
U1074,41,74292.82,210237.38,767,66,18545.07,health,low,0.3534,2.2,2.9955,2.0588,30.4601,0,1,invest_more
U1075,26,195649.35,997694.91,744,21,6012.82,travel,low,0.1961,0.7,0.3688,3.4098,50.8688,1,1,save_money
U1076,33,111185.4,694353.9,625,114,48851.38,groceries,high,0.1601,3.8,5.2724,4.0411,36.6912,0,0,invest_more
U1077,21,121591.92,854435.43,601,43,16451.26,health,medium,0.1423,1.43,1.6236,4.4991,25.5343,0,0,invest_more
U1078,68,175841.78,851502.64,800,58,36392.2,utilities,high,0.2065,1.93,2.4835,3.2819,119.5724,0,0,invest_more
U1079,51,126828.43,167433.54,697,135,18775.88,utilities,low,0.7575,4.5,1.7765,1.1201,64.6825,0,1,invest_more
U1080,55,71146.4,373878.72,794,131,23740.53,utilities,high,0.1903,4.37,4.0042,3.5267,39.1305,0,0,stop_spending
U1081,30,185025.19,583982.62,337,58,11054.36,utilities,low,0.3168,1.93,0.7169,2.0523,55.5076,0,1,save_money
U1082,41,85221.0,305999.04,686,45,46781.4,entertainment,high,0.2785,1.5,6.5873,2.4772,34.9406,1,0,save_money
U1083,55,35522.76,84028.15,755,137,17643.59,groceries,medium,0.4227,4.57,5.9602,1.7746,19.5375,0,0,invest_more
U1084,69,128013.91,426102.34,778,115,20506.74,utilities,medium,0.3004,3.83,1.9223,2.3633,88.3296,0,0,invest_more
U1085,22,61873.7,24718.2,752,64,13354.68,entertainment,low,2.5031,2.13,2.5901,0.5936,13.6122,1,1,pay_debt
U1086,24,170094.64,512790.99,380,75,46337.64,groceries,low,0.3317,2.5,3.2691,1.9877,40.8227,0,1,save_money
U1087,34,78445.01,546026.06,641,55,33787.86,entertainment,high,0.1437,1.83,5.1686,4.478,26.6713,1,0,invest_more
U1088,18,170635.16,190642.44,441,144,45627.89,entertainment,medium,0.895,4.8,3.2088,0.8779,30.7143,1,0,invest_more
U1089,66,166238.68,783128.25,713,108,41110.88,health,low,0.2123,3.6,2.9676,3.162,109.7175,0,1,save_money
U1090,64,99680.76,512646.97,452,106,11456.17,health,low,0.1944,3.53,1.3791,3.2984,63.7957,0,1,pay_debt
U1091,23,54407.41,587003.64,779,123,17098.91,entertainment,low,0.0927,4.1,3.7713,6.84,12.5137,1,1,pay_debt
U1092,53,156324.9,697941.27,514,117,22553.6,groceries,medium,0.224,3.9,1.7313,2.9207,82.8522,0,0,invest_more
U1093,60,36400.54,873750.21,612,7,25040.03,entertainment,medium,0.0417,0.23,8.2548,14.6903,21.8403,1,0,save_money
U1094,55,89637.99,685762.81,713,142,15051.9,groceries,high,0.1307,4.73,2.015,4.9257,49.3009,0,0,save_money
U1095,56,185207.4,153691.24,638,150,31528.98,education,high,1.2051,5.0,2.0428,0.7981,103.7161,0,0,invest_more
U1096,42,174719.5,980172.12,509,105,3279.09,travel,medium,0.1783,3.5,0.2252,3.6055,73.3822,1,0,invest_more
U1097,24,30641.29,569515.01,762,82,4752.75,health,high,0.0538,2.73,1.8613,11.5105,7.3539,0,0,save_money
U1098,22,16091.24,689024.55,800,11,9415.94,utilities,medium,0.0234,0.37,7.0219,26.0684,3.5401,0,0,save_money
U1099,51,54277.49,659569.89,371,121,2966.91,groceries,low,0.0823,4.03,0.6559,7.4657,27.6815,0,1,pay_debt
U1100,44,173344.4,410861.23,460,33,6543.97,utilities,high,0.4219,1.1,0.453,1.6386,76.2715,0,0,invest_more
U1101,37,23064.97,955096.77,511,38,43535.41,utilities,high,0.0241,1.27,22.6501,25.0859,8.534,0,0,invest_more
U1102,61,100208.2,603709.45,617,56,25173.5,utilities,medium,0.166,1.87,3.0145,3.9051,61.127,0,0,invest_more
U1103,56,48323.52,991085.11,756,21,41246.67,travel,high,0.0488,0.7,10.2426,12.6614,27.0612,1,0,pay_debt
U1104,65,182957.48,879239.39,771,123,28849.02,groceries,medium,0.2081,4.1,1.8922,3.2462,118.9224,0,0,invest_more
U1105,70,132796.84,918895.87,655,81,19615.41,travel,medium,0.1445,2.7,1.7725,4.46,92.9578,1,0,invest_more
U1106,60,57335.62,899964.62,742,122,19294.78,travel,high,0.0637,4.07,4.0383,9.767,34.4014,1,0,invest_more
U1107,28,28151.49,698644.76,344,66,44288.54,entertainment,high,0.0403,2.2,18.8787,15.0523,7.8824,1,0,stop_spending
U1108,44,112170.13,666656.94,368,60,45445.95,education,low,0.1683,2.0,4.8618,3.7391,49.3549,0,1,invest_more
U1109,38,199110.11,76533.64,407,134,38350.3,utilities,medium,2.6016,4.47,2.3113,0.4222,75.6618,0,0,invest_more
U1110,58,41319.43,207372.1,345,123,1433.22,health,high,0.1993,4.1,0.4162,3.1736,23.9653,0,0,invest_more
U1111,18,97761.75,343657.72,708,54,19894.05,entertainment,low,0.2845,1.8,2.4419,2.4423,17.5971,1,1,invest_more
U1112,23,184256.03,327110.36,775,129,23121.71,education,high,0.5633,4.3,1.5058,1.4299,42.3789,0,0,invest_more
U1113,28,56035.79,950018.42,443,125,41039.29,travel,low,0.059,4.17,8.7885,10.3807,15.69,1,1,stop_spending
U1114,28,125327.83,177236.6,427,141,37098.18,groceries,high,0.7071,4.7,3.5521,1.0495,35.0918,0,0,invest_more
U1115,31,155081.92,677383.14,457,117,17968.54,health,low,0.2289,3.9,1.3904,2.8358,48.0754,0,1,save_money
U1116,69,179610.66,532298.8,752,17,41841.41,education,high,0.3374,0.57,2.7955,2.1321,123.9314,0,0,invest_more
U1117,46,135882.59,660040.41,405,104,34548.3,groceries,high,0.2059,3.47,3.051,3.105,62.506,0,0,invest_more
U1118,33,10886.49,772409.7,506,68,18794.77,travel,low,0.0141,2.27,20.7172,42.8088,3.5925,1,1,save_money
U1119,22,90119.72,989290.62,645,54,34029.98,travel,low,0.0911,1.8,4.5313,6.89,19.8263,1,1,invest_more
U1120,38,41897.75,167047.26,725,136,5473.42,entertainment,high,0.2508,4.53,1.5677,2.7334,15.9211,1,0,invest_more
U1121,31,46014.03,207119.32,704,114,6128.12,groceries,medium,0.2222,3.8,1.5982,3.032,14.2643,0,0,pay_debt
U1122,47,42988.1,402139.49,623,8,19520.41,travel,low,0.1069,0.27,5.4491,5.906,20.2044,1,1,invest_more
U1123,31,164866.13,649945.0,677,16,3459.83,utilities,medium,0.2537,0.53,0.2518,2.6839,51.1085,0,0,invest_more
U1124,54,155833.57,499576.02,404,142,39583.86,travel,medium,0.3119,4.73,3.0482,2.1136,84.1501,1,0,invest_more
U1125,58,192216.59,599867.15,697,39,16669.12,health,medium,0.3204,1.3,1.0406,2.2005,111.4856,0,0,invest_more
U1126,55,195824.09,666370.59,369,90,980.68,utilities,medium,0.2939,3.0,0.0601,2.2154,107.7032,0,0,invest_more
U1127,57,107094.97,741813.92,815,8,11707.03,groceries,medium,0.1444,0.27,1.3118,4.5395,61.0441,0,0,invest_more
U1128,41,54915.3,428497.87,549,25,3090.16,utilities,medium,0.1282,0.83,0.6753,4.9401,22.5153,0,0,save_money
U1129,56,38817.41,204385.33,338,65,46178.12,utilities,high,0.1899,2.17,14.2755,3.3182,21.7377,0,0,stop_spending
U1130,44,176693.06,134267.01,625,15,26091.56,health,medium,1.316,0.5,1.772,0.7501,77.7449,0,0,invest_more
U1131,52,152604.67,229010.02,639,92,12188.22,groceries,high,0.6664,3.07,0.9584,1.2011,79.3544,0,0,invest_more
U1132,29,197791.49,801451.81,527,102,26121.45,utilities,high,0.2468,3.4,1.5848,2.6792,57.3595,0,0,invest_more
U1133,27,11148.11,869866.74,371,54,2700.13,travel,low,0.0128,1.8,2.9065,46.9915,3.01,1,1,save_money
U1134,45,42998.41,548847.1,509,65,25420.48,health,medium,0.0783,2.17,7.0943,7.8981,19.3493,0,0,stop_spending
U1135,33,69177.96,721673.77,550,113,8904.13,entertainment,medium,0.0959,3.77,1.5446,6.5181,22.8287,1,0,invest_more
U1136,41,95171.53,635603.77,578,128,4092.8,utilities,medium,0.1497,4.27,0.5161,4.2791,39.0203,0,0,save_money
U1137,68,99435.56,422697.26,743,44,40998.23,utilities,low,0.2352,1.47,4.9477,2.9002,67.6162,0,1,pay_debt
U1138,64,91205.48,83232.86,607,142,7724.66,travel,medium,1.0958,4.73,1.0163,0.8332,58.3715,1,0,pay_debt
U1139,22,98093.73,453603.11,684,148,30340.67,entertainment,low,0.2163,4.93,3.7116,3.0964,21.5806,1,1,stop_spending
U1140,50,145824.04,195715.75,494,6,740.43,health,high,0.7451,0.2,0.0609,1.0378,72.912,0,0,invest_more
U1141,41,81108.98,404555.26,725,106,48527.58,utilities,medium,0.2005,3.53,7.1796,3.3339,33.2547,0,0,stop_spending
U1142,25,68484.06,987522.06,372,109,44261.48,utilities,high,0.0693,3.63,7.7556,8.8269,17.121,0,0,stop_spending
U1143,49,40848.85,762950.86,561,94,25529.46,health,high,0.0535,3.13,7.4997,11.4704,20.0159,0,0,stop_spending
U1144,33,79954.3,57704.62,694,113,36809.64,utilities,low,1.3856,3.77,5.5246,0.7596,26.3849,0,1,stop_spending
U1145,47,185079.02,361414.29,328,42,13140.4,health,low,0.5121,1.4,0.852,1.326,86.9871,0,1,save_money
U1146,23,58314.73,602149.33,465,8,5924.86,health,high,0.0968,0.27,1.2192,6.4143,13.4124,0,0,pay_debt
U1147,45,85556.72,586160.43,382,137,45506.46,travel,medium,0.146,4.57,6.3826,4.2904,38.5005,1,0,stop_spending
U1148,64,58045.53,302219.57,845,102,29345.38,utilities,high,0.1921,3.4,6.0667,3.5216,37.1491,0,0,stop_spending
U1149,31,175189.41,109274.07,652,41,13524.16,health,medium,1.6032,1.37,0.9264,0.6811,54.3087,0,0,invest_more
U1150,22,142811.71,6420.31,472,130,178.77,health,medium,22.2403,4.33,0.015,0.2491,31.4186,0,0,invest_more
U1151,29,89200.04,288340.26,741,48,8902.42,health,low,0.3094,1.6,1.1976,2.2882,25.868,0,1,save_money
U1152,31,102429.54,502613.75,412,120,28397.9,travel,low,0.2038,4.0,3.3269,3.138,31.7532,1,1,invest_more
U1153,44,21206.59,182729.4,496,71,49149.06,utilities,high,0.1161,2.37,27.8116,5.4034,9.3309,0,0,stop_spending
U1154,42,183464.57,109195.45,470,25,14726.97,groceries,medium,1.6801,0.83,0.9633,0.5783,77.0551,0,0,invest_more
U1155,66,22209.86,29666.65,540,127,24311.2,groceries,low,0.7486,4.23,13.1354,1.0556,14.6585,0,1,stop_spending
U1156,51,21600.73,751798.7,307,15,4932.41,groceries,medium,0.0287,0.5,2.7401,21.0271,11.0164,0,0,invest_more
U1157,39,108814.08,962057.88,572,129,23714.27,education,medium,0.1131,4.3,2.6152,5.574,42.4375,0,0,invest_more
U1158,41,73944.54,681860.0,651,85,40860.67,health,medium,0.1084,2.83,6.631,5.8391,30.3173,0,0,stop_spending
U1159,18,81902.78,57241.54,664,89,40332.88,utilities,high,1.4308,2.97,5.9094,0.7318,14.7425,0,0,stop_spending
U1160,51,86343.59,835421.16,442,11,30135.27,entertainment,high,0.1034,0.37,4.1882,6.0133,44.0352,1,0,save_money
U1161,30,80001.68,618351.7,786,136,20715.02,groceries,high,0.1294,4.53,3.1072,5.0074,24.0005,0,0,stop_spending
U1162,69,191933.96,812619.05,317,97,43684.38,health,medium,0.2362,3.23,2.7312,2.6895,132.4344,0,0,invest_more
U1163,68,138806.59,233558.65,796,107,36986.31,groceries,medium,0.5943,3.57,3.1975,1.3842,94.3885,0,0,invest_more
U1164,36,91304.09,931483.47,787,30,36740.46,education,low,0.098,1.0,4.8288,6.4915,32.8695,0,1,invest_more
U1165,68,37200.67,520054.43,816,13,6480.28,groceries,medium,0.0715,0.43,2.0904,8.7718,25.2965,0,0,invest_more
U1166,25,199297.9,987219.61,778,48,44830.79,utilities,high,0.2019,1.6,2.6993,3.3382,49.8245,0,0,invest_more
U1167,63,112726.9,243356.0,474,27,5362.94,groceries,low,0.4632,0.9,0.5709,1.5183,71.0179,0,1,invest_more
U1168,34,186510.66,326500.8,692,76,11096.76,health,medium,0.5712,2.53,0.714,1.376,63.4136,0,0,invest_more
U1169,49,190785.74,670601.27,439,141,31714.05,groceries,high,0.2845,4.7,1.9947,2.3156,93.485,0,0,invest_more
U1170,63,73232.21,223806.22,366,92,18912.82,health,high,0.3272,3.07,3.0991,2.0059,46.1363,0,0,invest_more
U1171,25,82513.6,642102.2,747,64,11255.19,entertainment,low,0.1285,2.13,1.6368,5.0206,20.6284,1,1,save_money
U1172,26,26936.49,740581.22,492,34,28684.67,entertainment,medium,0.0364,1.13,12.7788,16.7277,7.0035,1,0,invest_more
U1173,45,150014.4,310798.91,848,53,42371.22,entertainment,medium,0.4827,1.77,3.3894,1.6421,67.5065,1,0,invest_more
U1174,55,161528.45,933925.17,429,138,33220.76,travel,low,0.173,4.6,2.468,3.671,88.8406,1,1,save_money
U1175,36,85109.35,538292.94,771,85,7320.57,travel,medium,0.1581,2.83,1.0322,4.1577,30.6394,1,0,invest_more
U1176,37,96599.06,601465.41,449,13,29984.13,education,high,0.1606,0.43,3.7248,3.9471,35.7417,0,0,save_money
U1177,63,61955.98,847669.26,789,60,24801.77,utilities,low,0.0731,2.0,4.8038,8.5804,39.0323,0,1,pay_debt
U1178,67,39013.42,716766.31,530,18,46165.58,travel,medium,0.0544,0.6,14.1999,11.2728,26.139,1,0,invest_more
U1179,39,84443.49,984389.54,463,10,27442.35,utilities,high,0.0858,0.33,3.8997,7.2123,32.933,0,0,pay_debt
U1180,36,198159.72,757714.19,700,23,26439.44,entertainment,high,0.2615,0.77,1.6011,2.6237,71.3375,1,0,invest_more
U1181,66,185382.12,701108.67,703,29,6631.94,education,low,0.2644,0.97,0.4293,2.6,122.3522,0,1,save_money
U1182,46,171463.85,709587.53,768,46,28900.15,health,medium,0.2416,1.53,2.0226,2.8445,78.8734,0,0,invest_more
U1183,18,65305.5,144822.88,523,55,36792.41,entertainment,high,0.4509,1.83,6.7607,1.5767,11.755,1,0,invest_more
U1184,45,29370.09,785499.25,451,101,47524.87,health,low,0.0374,3.37,19.4177,16.2592,13.2165,0,1,stop_spending
U1185,25,185937.21,96047.73,785,50,47258.65,education,high,1.9359,1.67,3.05,0.6793,46.4843,0,0,invest_more
